Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
002_042_00001;28.5;0;-1.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15;0;-1.416;-1;-1;-1;-1;-1;-1;11.5;0;-0.066;11.5;0;-0.066;9;0;-0.044;8.5;0;-0.221;-1;-1;-1;-1;-1;-1;6.781;0;-1.124;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00003;21.5;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;16.5;0;-1.96;15.5;0;-1.72;14;0;-1.6;10.5;0;-0.58;9.5;0;-0.51;7;0;-0.4;5;0;-0.34;4.65;0;-1.129;3.44;0;-1.429;2.44;0;-1.617;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00004;26;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.493;0;-2.45;-1;-1;-1;-1;-1;-1;13.5;0;-0.407;13;0;-0.21;10.5;0;-0.272;10;0;-0.466;-1;-1;-1;-1;-1;-1;7.725;0;-1.277;-1;-1;-1;-1;-1;-1;0;0;-1.277
002_042_00005;28;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.701;0;-2.45;-1;-1;-1;-1;-1;-1;20.5;0;0.168;19;0;0.287;16.5;0;0.311;10.5;0;-0.129;-1;-1;-1;-1;-1;-1;9.237;0;-2.442;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00006;25;0;-0.55;16.167;0;-1.45;15.324;0;-2.2;14.324;0;-2.2;13.489;0;-1.45;13;0;-0.814;-1;-1;-1;-1;-1;-1;11.5;0;-0.156;10;0;-0.002;7.5;0;0.028;3.5;0;-0.336;-1;-1;-1;-1;-1;-1;2.436;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00007;28;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.701;0;-2.45;-1;-1;-1;-1;-1;-1;20.5;0;0.168;18.5;0;0.256;16;0;0.307;10;0;-0.129;-1;-1;-1;-1;-1;-1;9.237;0;-2.442;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00011;23;0;-1.278;15.5;0;-2.037;14.5;0;-2.45;12.5;0;-2.45;11;0;-1.493;11;0;-1.493;-1;-1;-1;-1;-1;-1;8;0;-0.171;6;0;-0.174;3.5;0;-0.334;3.5;0;-0.334;-1;-1;-1;-1;-1;-1;2.434;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00012;28;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.701;0;-2.45;-1;-1;-1;-1;-1;-1;20.5;0;0.168;19.5;0;0.279;17;0;0.325;10.5;0;-0.129;-1;-1;-1;-1;-1;-1;9.237;0;-2.442;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00018;15;0;-2.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;11.6;0;-2.55;10;0;-1.449;7.5;0;-0.8;5.5;0;-0.099;5.5;0;-0.099;3;0;-0.168;2.5;0;-0.218;-1;-1;-1;-1;-1;-1;1.155;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00023;30;0;-2.35;26.522;0;-2.35;26.522;0;-2.35;26.522;0;-2.35;25.5;0;-1.09;25.5;0;-1.09;-1;-1;-1;-1;-1;-1;23.5;0;0.225;22;0;0.245;19.5;0;0.275;13;0;0.023;-1;-1;-1;-1;-1;-1;11.338;0;-2.087;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00024;39;0;-0.698;31.311;0;-2.29;30.635;0;-2.95;30;0;-2.95;29.406;0;-2.29;29;0;-1.838;28.5;0;-1.739;27.5;0;-1.638;24.5;0;-0.504;20.5;0;-0.241;18;0;-0.167;4;0;-0.274;-1;-1;-1;-1;-1;-1;2.571;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00025;30;0;-2.35;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.211;0;-2.29;-1;-1;-1;-1;-1;-1;24.5;0;0.021;22.5;0;0.235;20;0;0.284;12.5;0;-0.08;-1;-1;-1;-1;-1;-1;11.338;0;-2.087;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00026;18;0;-2.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;14;0;-2.95;12.5;0;-1.336;12;0;-1.336;9;0;-0.367;8;0;-0.406;5.5;0;-0.652;7.5;0;-0.363;-1;-1;-1;-1;-1;-1;3.275;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00027;30;0;-2.35;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;26.211;0;-2.29;-1;-1;-1;-1;-1;-1;24.5;0;0.021;22;0;0.245;19.5;0;0.275;12.5;0;-0.08;-1;-1;-1;-1;-1;-1;11.338;0;-2.087;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00036;30;0;-2.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;25;0;-2.7;23.5;0;-1.38;20;0;-1.22;17;0;-0.08;17;0;-0.08;14.5;0;0;14.5;0;0;-1;-1;-1;-1;-1;-1;10.97;0;-1.947;-1;-1;-1;-1;-1;-1;0;0;-3.1
002_042_00039;16;0;-2.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13.5;0;-2.95;12.5;0;-2.006;11;0;-2.004;7.5;0;-0.28;7.5;0;-0.28;5;0;-0.073;4.5;0;-0.08;-1;-1;-1;-1;-1;-1;2.632;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00040;25;0;-2.95;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.5;0;-2.95;17;0;-1.54;14;0;-1.39;10.5;0;-0.21;10;0;-0.12;7.5;0;-0.6;8;0;-0.42;-1;-1;-1;-1;-1;-1;1.25;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
002_042_00041;14;0;-2.15;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9.379;0;-2.15;-1;-1;-1;-1;-1;-1;7.5;0;-0.372;7.5;0;-0.372;5;0;-0.26;5;0;-0.26;-1;-1;-1;-1;-1;-1;3.86;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00042;28;0;-2.45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;22.701;0;-2.45;-1;-1;-1;-1;-1;-1;20.5;0;0.168;18.5;0;0.256;16;0;0.307;11;0;0.097;-1;-1;-1;-1;-1;-1;9.237;0;-2.442;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00043;22;0;-2.55;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;18.6;0;-2.55;15;0;-0.8;14.5;0;-0.8;12.5;0;-0.099;12.5;0;-0.099;10;0;-0.168;9.5;0;-0.218;-1;-1;-1;-1;-1;-1;8.155;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00044;15;0;-2.55;11.6;0;-2.55;11.6;0;-2.55;11.6;0;-2.55;10;0;-1.449;9.5;0;-1.415;-1;-1;-1;-1;-1;-1;5.5;0;-0.099;5.5;0;-0.099;3;0;-0.168;2.5;0;-0.218;-1;-1;-1;-1;-1;-1;1.155;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00045;30;0;-2.35;26.522;0;-2.35;26.522;0;-2.35;26.522;0;-2.35;25.5;0;-1.09;25.5;0;-1.09;-1;-1;-1;-1;-1;-1;23.5;0;0.225;22.5;0;0.235;20;0;0.284;13;0;0.023;-1;-1;-1;-1;-1;-1;11.338;0;-2.087;-1;-1;-1;-1;-1;-1;0;0;-4.2
002_042_00046;20;0;-2.95;16.2;0;-2.95;16.2;0;-2.95;16.2;0;-2.95;14.571;0;-1.34;14.571;0;-1.34;-1;-1;-1;-1;-1;-1;13;0;-0.07;12.5;0;-0.07;10;0;0.105;7.5;0;-0.161;-1;-1;-1;-1;-1;-1;5.119;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00047;18;0;-2.95;14.567;0;-2.95;14.567;0;-2.95;14.567;0;-2.95;13;0;-1.617;12;0;-1.327;-1;-1;-1;-1;-1;-1;8;0;-0.589;7.5;0;-0.557;5;0;-0.638;6;0;-0.397;-1;-1;-1;-1;-1;-1;3.308;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
002_042_00048;27.5;0;-2;25.244;0;-2;25.244;0;-2;25.244;0;-2;24;0;-1.023;20;0;-0.528;-1;-1;-1;-1;-1;-1;17.5;0;-0.064;17;0;-0.046;14.5;0;-1.043;16;0;-0.125;-1;-1;-1;-1;-1;-1;9.125;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
002_042_00049;34;0;-1.151;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;29;0;-1.088;-1;-1;-1;-1;-1;-1;22;0;-0.368;21.5;0;-0.349;19;0;-0.278;14;0;-0.287;-1;-1;-1;-1;-1;-1;7.204;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.148
002_042_00050;30;0;-2.7;25;0;-2.7;25;0;-2.7;25;0;-2.7;23.5;0;-1.38;20;0;-1.22;-1;-1;-1;-1;-1;-1;17;0;-0.08;16.5;0;-0.01;14;0;-0.36;14.5;0;0;-1;-1;-1;-1;-1;-1;7.15;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
002_042_00051;17;0;-2.7;16.7;0;-2.7;16.7;0;-2.7;16.7;0;-2.7;14.5;0;-1.09;14;0;-1.09;-1;-1;-1;-1;-1;-1;11;0;-0.004;10.5;0;-0.004;8;0;-0.776;9;0;-0.058;-1;-1;-1;-1;-1;-1;4.247;0;-1.724;-1;-1;-1;-1;-1;-1;0;0;-1.724
002_042_00052;33.5;0;-0.87;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;13;0;-0.961;-1;-1;-1;-1;-1;-1;6;0;-0.334;5.5;0;-0.296;3;0;-0.587;3.5;0;-0.416;-1;-1;-1;-1;-1;-1;2.187;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
010_042_00001;36.474;0;-3.401;32.921;0;-3.363;32.921;0;-3.363;32.921;0;-3.363;29.1;0;-1.47;19.7;0;-1.17;-1;-1;-1;-1;-1;-1;10.7;0;-0.05;10.2;0;-0.04;7.7;0;-0.03;7.2;0;-0.03;-1;-1;-1;-1;-1;-1;6.3;0;-0.9;-1;-1;-1;-1;-1;-1;0;0;-1.59
010_042_00003;33;0;-3.031;22.6;0;-3.018;22.6;0;-3.018;22.6;0;-3.018;18;0;-1.079;13.5;0;-1.046;-1;-1;-1;-1;-1;-1;12;0;-0.81;11;0;-0.772;8.5;0;-0.81;6.5;0;-0.35;-1;-1;-1;-1;-1;-1;3.3;0;-1.33;-1;-1;-1;-1;-1;-1;0;0;-1.341
010_042_00004;29;0;-1.617;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;12;0;-1.15;-1;-1;-1;-1;-1;-1;9;0;-0.23;8.5;0;-0.21;6;0;-0.6;7;0;-0.2;-1;-1;-1;-1;-1;-1;5.8;0;-1.23;-1;-1;-1;-1;-1;-1;0;0;-1.67
010_042_00006;35;0;-1.778;18;0;-1.783;16.116;0;-2.725;15.919;0;-2.721;14;0;-1.517;9.5;0;-1.446;-1;-1;-1;-1;-1;-1;6;0;-0.712;5.5;0;-0.61;3;0;-1.45;5;0;-0.73;-1;-1;-1;-1;-1;-1;3;0;-1.45;-1;-1;-1;-1;-1;-1;0;0;-1.45
010_042_00007;44;0;-2.846;18.579;0;-2.865;18.579;0;-2.865;18.579;0;-2.865;16;0;-1.746;10.5;0;-1.582;-1;-1;-1;-1;-1;-1;7.5;0;-0.687;7;0;-0.56;4.5;0;-1.043;6.5;0;-0.55;-1;-1;-1;-1;-1;-1;3.5;0;-1.45;-1;-1;-1;-1;-1;-1;0;0;-1.45
010_042_00008;35;0;-2.82;19.317;0;-2.82;19.317;0;-2.82;19.317;0;-2.82;16;0;-1.454;15.5;0;-1.433;-1;-1;-1;-1;-1;-1;13;0;-0.909;12;0;-0.903;9.5;0;-0.836;6;0;-0.55;-1;-1;-1;-1;-1;-1;3.5;0;-1.45;-1;-1;-1;-1;-1;-1;0;0;-1.45
010_042_00009;35;0;-2.87;28;0;-2.87;28;0;-2.87;28;0;-2.87;25.12;0;-1.44;21.13;0;-1.04;-1;-1;-1;-1;-1;-1;16.34;0;0.09;15.92;0;0.14;13.42;0;-0.734;15;0;0.11;-1;-1;-1;-1;-1;-1;8;0;-3.1;-1;-1;-1;-1;-1;-1;0;0;-3.1
010_042_00010;30;0;-2.72;19.579;0;-2.72;19.579;0;-2.72;19.579;0;-2.72;18.053;0;-2.033;12.7;0;-1.053;-1;-1;-1;-1;-1;-1;11.2;0;-0.105;10.7;0;-0.114;8.2;0;-0.276;9.7;0;-0.033;-1;-1;-1;-1;-1;-1;1.8;0;-2.64;-1;-1;-1;-1;-1;-1;0;0;-2.82
010_042_00011;55.07;0;-1.82;32.48;0;-1.91;30.69;0;-2.89;29.4;0;-2.96;28;0;-1.83;19.56;0;-1.71;-1;-1;-1;-1;-1;-1;14.27;0;0.15;13.95;0;0.14;11.45;0;-0.615;13;0;0.09;-1;-1;-1;-1;-1;-1;6.5;0;-2.3;-1;-1;-1;-1;-1;-1;0;0;-2.3
010_042_00012;41.751;0;-2.87;32.171;0;-2.87;32.171;0;-2.87;32.171;0;-2.87;28.085;0;-1.575;19.751;0;-1.211;-1;-1;-1;-1;-1;-1;16.251;0;0.039;15.751;0;0.046;13.251;0;-0.52;15.251;0;0.065;-1;-1;-1;-1;-1;-1;2.749;0;-3.161;-1;-1;-1;-1;-1;-1;0;0;-3.161
010_042_00013;39.5;0;-1.62;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;15.5;0;-1.383;-1;-1;-1;-1;-1;-1;11;0;0.045;10.5;0;0.06;8;0;-0.805;9.5;0;0.07;-1;-1;-1;-1;-1;-1;8.99;0;-0.8;-1;-1;-1;-1;-1;-1;0;0;-1.246
016_042_00007;36.5;0;-1.6;29;0;-1.762;26.929;0;-2.85;26.14;0;-2.85;25;0;-1.905;25;0;-1.905;-1;-1;-1;-1;-1;-1;22;0;-0.249;18.5;0;-0.128;16;0;-0.028;6;0;-0.293;-1;-1;-1;-1;-1;-1;3.324;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
016_042_00008;17.848;0;-1.719;17.06;0;-1.85;15.776;0;-2.817;15.557;0;-2.817;14;0;-1.527;14;0;-1.527;-1;-1;-1;-1;-1;-1;9;0;-0.241;8.5;0;-0.19;6;0;-0.186;5.5;0;-0.223;-1;-1;-1;-1;-1;-1;2.643;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
016_042_00009;36.5;0;-1.6;29;0;-1.762;26.929;0;-2.85;26.14;0;-2.85;25;0;-1.905;25;0;-1.905;-1;-1;-1;-1;-1;-1;22;0;-0.249;21;0;-0.199;18.5;0;-0.128;6;0;-0.293;-1;-1;-1;-1;-1;-1;3.324;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
016_042_00018;39.987;0;-1.152;36.204;0;-1.125;33.387;0;-2.7;33.003;0;-2.7;29.987;0;-0.988;17.487;0;-0.762;-1;-1;-1;-1;-1;-1;11.987;0;-0.217;11.487;0;-0.181;8.987;0;-0.425;9.987;0;-0.199;-1;-1;-1;-1;-1;-1;2.753;0;-2.7;-1;-1;-1;-1;-1;-1;0;0;-2.7
016_042_00019;39;0;-1.74;33;0;-1.788;31.06;0;-2.7;30.382;0;-2.7;29;0;-1.708;22.5;0;-1.518;-1;-1;-1;-1;-1;-1;17.5;0;-0.495;17.5;0;-0.495;15;0;-0.511;8.5;0;-0.282;-1;-1;-1;-1;-1;-1;3.35;0;-2.2;-1;-1;-1;-1;-1;-1;0;0;-2.2
016_042_00020;72;0;-0.44;54.5;0;-0.654;48.361;0;-3.3;45.729;0;-3.3;42.5;0;-1.451;41.5;0;-1.356;-1;-1;-1;-1;-1;-1;39;0;-0.63;37;0;-0.543;34.5;0;-0.534;13.5;0;-0.381;-1;-1;-1;-1;-1;-1;4.7;0;-2.2;-1;-1;-1;-1;-1;-1;0;0;-2.3
016_042_00021;56;0;-0.946;45;0;-1.056;39.005;0;-3.3;36.808;0;-3.3;32.5;0;-1.278;28;0;-1.168;-1;-1;-1;-1;-1;-1;23;0;-0.477;22;0;-0.447;19.5;0;-0.429;15.5;0;-0.273;-1;-1;-1;-1;-1;-1;8;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3
016_042_00022;44.015;0;-1.823;28.375;0;-1.538;27.943;0;-1.871;26.039;0;-1.837;25.5;0;-1.524;21.5;0;-1.27;-1;-1;-1;-1;-1;-1;13.5;0;-0.162;13;0;-0.112;10.5;0;-0.483;11.5;0;-0.201;-1;-1;-1;-1;-1;-1;4.18;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3
016_042_00023;34;0;-2.85;27.324;0;-2.85;27.324;0;-2.85;27.324;0;-2.85;23.5;0;-1.527;19.5;0;-1.442;-1;-1;-1;-1;-1;-1;14;0;-0.116;13.5;0;-0.094;11;0;-0.403;12;0;-0.131;-1;-1;-1;-1;-1;-1;4.453;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3
016_042_00024;40;0;-1.784;27.5;0;-1.776;25.958;0;-2.71;24.763;0;-2.85;23.5;0;-1.829;23.5;0;-1.829;-1;-1;-1;-1;-1;-1;18.5;0;-0.202;18;0;-0.122;15.5;0;-0.095;13.5;0;-0.271;-1;-1;-1;-1;-1;-1;5.023;0;-4.021;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00025;22.5;0;-1.609;16;0;-1.612;14.181;0;-2.85;13.649;0;-2.85;12;0;-1.471;11.5;0;-1.471;-1;-1;-1;-1;-1;-1;9.5;0;-0.249;9;0;-0.198;6.5;0;-0.226;5.5;0;-0.298;-1;-1;-1;-1;-1;-1;2.496;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
016_042_00026;36.5;0;-1.6;28.5;0;-1.873;26.929;0;-2.85;26.14;0;-2.85;25;0;-1.905;25;0;-1.905;-1;-1;-1;-1;-1;-1;22;0;-0.249;21.5;0;-0.217;19;0;-0.128;6;0;-0.293;-1;-1;-1;-1;-1;-1;3.324;0;-1.8;-1;-1;-1;-1;-1;-1;0;0;-1.8
016_042_00027;40;0;-1.784;27.5;0;-1.776;25.782;0;-2.85;24.763;0;-2.85;23.5;0;-1.829;23.5;0;-1.829;-1;-1;-1;-1;-1;-1;18.5;0;-0.202;18;0;-0.122;15.5;0;-0.095;13.5;0;-0.271;-1;-1;-1;-1;-1;-1;4.03;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00028;40;0;-1.784;26.5;0;-1.95;25.582;0;-2.85;24.936;0;-2.85;24.147;0;-2.035;23.5;0;-1.829;-1;-1;-1;-1;-1;-1;18.5;0;-0.202;18;0;-0.122;15.5;0;-0.095;13.5;0;-0.271;-1;-1;-1;-1;-1;-1;7.389;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00029;54.5;0;-1.46;39.5;0;-1.658;37.341;0;-2.85;36.763;0;-2.85;35.5;0;-1.813;35.5;0;-1.813;-1;-1;-1;-1;-1;-1;30;0;-0.088;28;0;-0.09;25.5;0;-0.13;19.5;0;-0.155;-1;-1;-1;-1;-1;-1;7.426;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00030;40;0;-1.784;26.5;0;-1.95;25.582;0;-2.85;24.936;0;-2.85;24.147;0;-2.035;23.5;0;-1.829;-1;-1;-1;-1;-1;-1;18.5;0;-0.202;18;0;-0.122;15.5;0;-0.095;13.5;0;-0.271;-1;-1;-1;-1;-1;-1;7.389;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00031;45;0;-1.097;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;27.5;0;-0.928;-1;-1;-1;-1;-1;-1;16.5;0;-0.131;15.5;0;-0.025;13;0;-0.153;10.077;0;-0.346;-1;-1;-1;-1;-1;-1;5.038;0;-4.2;-1;-1;-1;-1;-1;-1;0;0;-4.2
016_042_00032;30;0;-2.85;24.5;0;-2.85;24.5;0;-2.85;24.5;0;-2.85;22.82;0;-1.694;21.5;0;-1.622;-1;-1;-1;-1;-1;-1;14;0;-0.11;13.5;0;-0.054;11;0;-0.329;11.5;0;-0.194;-1;-1;-1;-1;-1;-1;3.5;0;-3.3;-1;-1;-1;-1;-1;-1;0;0;-3.3
