Profielnaam;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek_sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
144_042_00021;53;0;-4.482;41;0;-4.48;38.734;0;-5.95;37.775;0;-5.95;35.5;0;-4.51;26.5;0;-4.27;-1;-1;-1;-1;-1;-1;14;0;-1.49;13;0;-1.45;10.5;0;-1.28;8;0;-1.22;-1;-1;-1;-1;-1;-1;2.489;0;-3.44;-1;-1;-1;-1;-1;-1;0;0;-3.44
144_042_00022;57;0;-4.705;40;0;-4.69;38.091;0;-5.95;37.452;0;-5.95;36;0;-4.73;28.5;0;-4.27;-1;-1;-1;-1;-1;-1;14.5;0;-1.37;14.5;0;-1.37;12;0;-1.33;9.5;0;-1.28;-1;-1;-1;-1;-1;-1;3.422;0;-4.276;-1;-1;-1;-1;-1;-1;0;0;-4.276
144_042_00023;55;0;-4.386;42;0;-4.57;40.444;0;-5.45;39.952;0;-5.45;38.5;0;-4.58;30.5;0;-3.93;-1;-1;-1;-1;-1;-1;14.5;0;-1.13;14;0;-1.05;11.5;0;-1.27;12;0;-1.17;-1;-1;-1;-1;-1;-1;2.942;0;-3.424;-1;-1;-1;-1;-1;-1;0;0;-3.424
144_042_00024;72;0;-4.666;52;0;-4.87;51.5;0;-5.45;51;0;-5.45;50.5;0;-4.91;45.5;0;-4.33;-1;-1;-1;-1;-1;-1;21;0;-0.32;19.5;0;-0.26;17;0;-0.26;13;0;-0.45;-1;-1;-1;-1;-1;-1;2.785;0;-4.288;-1;-1;-1;-1;-1;-1;0;0;-4.288
157_042_00008;26.08;0;-0.53;24.08;0;-0.6;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;16.08;0;-0.68;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.58;0;-0.23;8.08;0;-0.486;8.58;0;-0.29;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00009;26.08;0;-0.53;24.08;0;-0.6;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;16.08;0;-0.68;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.58;0;-0.23;8.08;0;-0.486;8.58;0;-0.29;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00015;59.005;0;-2.81;55.75;0;-2.83;52.75;0;-4.45;51.75;0;-4.45;48.75;0;-2.61;48.75;0;-2.61;-1;-1;-1;-1;-1;-1;29.773;0;-0.195;29.25;0;-0.13;26.75;0;-0.36;27.25;0;-0.2;-1;-1;-1;-1;-1;-1;15.28;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
157_042_00016;65.51;0;-3.015;55.51;0;-2.785;54.087;0;-4.32;53.01;0;-4.405;51.51;0;-2.89;50.51;0;-2.59;-1;-1;-1;-1;-1;-1;47.01;0;-0.95;41.01;0;-0.7;38.51;0;-0.51;28.01;0;-0.1;-1;-1;-1;-1;-1;-1;26.46;0;-3.35;-1;-1;-1;-1;-1;-1;0;0;-4.5
157_042_00017;49.33;0;-2.6;43.33;0;-2.5;41.83;0;-4.45;40.83;0;-4.45;38.83;0;-2.5;31.83;0;-2.18;-1;-1;-1;-1;-1;-1;15.33;0;-0.07;14.83;0;-0.07;12.33;0;0.02;8.33;0;-0.11;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00018;49.33;0;-2.6;43.33;0;-2.5;41.83;0;-4.45;40.83;0;-4.45;38.83;0;-2.5;22.83;0;-1.66;-1;-1;-1;-1;-1;-1;15.33;0;-0.07;14.83;0;-0.07;12.33;0;0.02;8.33;0;-0.11;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00019;49.33;0;-2.6;43.33;0;-2.5;41.83;0;-4.45;40.83;0;-4.45;38.83;0;-2.5;24.83;0;-1.78;-1;-1;-1;-1;-1;-1;15.33;0;-0.07;14.33;0;-0.05;11.83;0;-0.02;8.33;0;-0.11;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00020;49.33;0;-2.6;43.33;0;-2.5;41.83;0;-4.45;40.83;0;-4.45;38.83;0;-2.5;23.33;0;-1.67;-1;-1;-1;-1;-1;-1;15.33;0;-0.07;14.83;0;-0.07;12.33;0;0.02;8.33;0;-0.11;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00021;27.81;0;-0.9;25.72;0;-0.9;23.827;0;-2.793;22.81;0;-2.79;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.31;0;-0.15;9.81;0;-0.11;7.31;0;-0.65;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00022;27.81;0;-0.9;25.72;0;-0.9;23.82;0;-2.8;22.82;0;-2.8;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.81;0;-0.26;10.81;0;-0.26;8.31;0;-0.43;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00023;27.81;0;-0.9;25.72;0;-0.9;23.82;0;-2.8;22.82;0;-2.8;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.31;0;-0.15;10.31;0;-0.15;7.81;0;-0.64;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00024;27.81;0;-0.9;25.72;0;-0.9;23.82;0;-2.8;22.81;0;-2.79;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.81;0;-0.26;10.81;0;-0.26;8.31;0;-0.43;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00025;27.81;0;-0.9;25.72;0;-0.9;23.82;0;-2.8;22.81;0;-2.79;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.81;0;-0.26;10.81;0;-0.26;8.31;0;-0.43;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00026;27.81;0;-0.9;25.72;0;-0.9;23.82;0;-2.8;22.82;0;-2.8;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.81;0;-0.26;10.81;0;-0.26;8.31;0;-0.43;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00027;27.81;0;-0.9;25.72;0;-0.9;23.827;0;-2.793;22.82;0;-2.8;20.81;0;-0.79;11.81;0;-0.64;-1;-1;-1;-1;-1;-1;10.81;0;-0.26;10.81;0;-0.26;8.31;0;-0.43;8.81;0;-0.23;-1;-1;-1;-1;-1;-1;4.11;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00028;62.94;0;-1.04;52.28;0;-1.14;50.62;0;-2.8;49.62;0;-2.8;47.94;0;-1.12;39.94;0;-1.07;-1;-1;-1;-1;-1;-1;32.44;0;-0.27;31.94;0;-0.26;29.44;0;-0.09;27.94;0;-0.04;-1;-1;-1;-1;-1;-1;16.09;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
157_042_00029;57.04;0;-0.58;41.48;0;-1.15;39.83;0;-2.8;38.83;0;-2.8;37.04;0;-1.01;35.54;0;-0.86;-1;-1;-1;-1;-1;-1;33.54;0;-0.3;32.54;0;-0.16;30.04;0;-0.39;26.54;0;-0.46;-1;-1;-1;-1;-1;-1;15.293;0;-4.484;-1;-1;-1;-1;-1;-1;0;0;-4.5
157_042_00030;26.08;0;-0.53;22.12;0;-1.07;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;17.58;0;-0.99;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.58;0;-0.23;8.08;0;-0.486;8.48;0;-0.31;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00031;26.08;0;-0.53;22.12;0;-1.07;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;17.58;0;-0.99;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.58;0;-0.23;8.08;0;-0.486;8.58;0;-0.29;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00032;26.08;0;-0.53;22.12;0;-1.07;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;16.08;0;-0.68;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.08;0;-0.16;7.58;0;-0.68;8.58;0;-0.29;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00033;26.08;0;-0.53;22.12;0;-1.07;20.39;0;-2.8;19.39;0;-2.8;17.58;0;-0.99;17.58;0;-0.99;-1;-1;-1;-1;-1;-1;10.58;0;-0.23;10.58;0;-0.23;8.08;0;-0.486;8.58;0;-0.29;-1;-1;-1;-1;-1;-1;4.82;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
157_042_00034;49.94;0;-0.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8.44;0;-0.51;-1;-1;-1;-1;-1;-1;7.44;0;-0.25;7.44;0;-0.25;4.94;0;-0.627;5.94;0;-0.22;-1;-1;-1;-1;-1;-1;3.34;0;-1.16;-1;-1;-1;-1;-1;-1;0;0;-1.16
157_042_00035;49.94;0;-0.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8.44;0;-0.51;-1;-1;-1;-1;-1;-1;7.44;0;-0.25;7.44;0;-0.25;4.94;0;-0.627;5.94;0;-0.22;-1;-1;-1;-1;-1;-1;3.34;0;-1.16;-1;-1;-1;-1;-1;-1;0;0;-1.16
157_042_00036;49.94;0;-0.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8.44;0;-0.51;-1;-1;-1;-1;-1;-1;7.44;0;-0.25;7.44;0;-0.25;4.94;0;-0.627;5.94;0;-0.22;-1;-1;-1;-1;-1;-1;3.34;0;-1.16;-1;-1;-1;-1;-1;-1;0;0;-1.16
157_042_00037;49.94;0;-0.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8.44;0;-0.51;-1;-1;-1;-1;-1;-1;7.44;0;-0.25;7.44;0;-0.25;4.94;0;-0.627;5.94;0;-0.22;-1;-1;-1;-1;-1;-1;3.34;0;-1.16;-1;-1;-1;-1;-1;-1;0;0;-1.16
157_042_00038;48.66;0;-0.296;20.95;0;-0.32;19.09;0;-2.12;18.09;0;-2.12;16.16;0;-0.19;15.66;0;-0.19;-1;-1;-1;-1;-1;-1;14.16;0;0.64;14.16;0;0.64;11.66;0;0.69;8.16;0;0.57;-1;-1;-1;-1;-1;-1;6.05;0;-1.123;-1;-1;-1;-1;-1;-1;0;0;-1.8
157_042_00039;49.94;0;-0.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;8.44;0;-0.51;-1;-1;-1;-1;-1;-1;7.44;0;-0.25;7.44;0;-0.25;4.94;0;-0.627;5.94;0;-0.22;-1;-1;-1;-1;-1;-1;3.34;0;-1.16;-1;-1;-1;-1;-1;-1;0;0;-1.16
157_042_00040;48.66;0;-4.45;37.66;0;-4.45;37.66;0;-4.45;37.66;0;-4.45;35.66;0;-2.86;32.66;0;-1.87;-1;-1;-1;-1;-1;-1;12.66;0;-0.06;12.16;0;-0.07;9.66;0;-0.03;8.66;0;-0.03;-1;-1;-1;-1;-1;-1;6.29;0;-1.21;-1;-1;-1;-1;-1;-1;0;0;-1.8
157_042_00041;47.51;0;-2.8;37.86;0;-2.77;36.18;0;-4.45;35.18;0;-4.45;32.51;0;-2.62;29.556;0;-2.625;-1;-1;-1;-1;-1;-1;11.51;0;-0.19;11.01;0;-0.26;8.51;0;-0.13;6.01;0;-0.21;-1;-1;-1;-1;-1;-1;4.46;0;-1.39;-1;-1;-1;-1;-1;-1;0;0;-1.8
157_042_00042;61.93;0;-2.95;53.94;0;-3.43;52.92;0;-4.45;51.92;0;-4.45;50.43;0;-2.96;48.93;0;-2.95;-1;-1;-1;-1;-1;-1;29.93;0;-0.12;29.93;0;-0.12;27.43;0;-0.2;23.93;0;-0.41;-1;-1;-1;-1;-1;-1;12.78;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
157_042_00043;61.93;0;-2.95;53.94;0;-3.43;52.92;0;-4.45;51.92;0;-4.45;50.43;0;-2.96;48.43;0;-2.78;-1;-1;-1;-1;-1;-1;29.93;0;-0.12;29.93;0;-0.12;27.43;0;-0.2;23.93;0;-0.41;-1;-1;-1;-1;-1;-1;12.78;0;-4.5;-1;-1;-1;-1;-1;-1;0;0;-4.5
199_042_00001;58.5;0;-3.92;52;0;-4.11;50.12;0;-5.17;49.68;0;-5.17;48.233;0;-4.34;40;0;-3.11;-1;-1;-1;-1;-1;-1;23;0;-0.19;19.5;0;0.14;17;0;0.07;12;0;-0.11;-1;-1;-1;-1;-1;-1;9.5;0;-0.59;-1;-1;-1;-1;-1;-1;0;0;-0.66
199_042_00002;50;0;-3.31;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;46.06;0;-3.31;-1;-1;-1;-1;-1;-1;10.94;0;-0.12;9.65;0;-0.25;7.15;0;-0.13;1.91;0;-0.15;-1;-1;-1;-1;-1;-1;0.45;0;-0.94;-1;-1;-1;-1;-1;-1;0;0;-1.2
199_042_00005;58.5;0;-3.92;52;0;-4.11;50.12;0;-5.17;49.68;0;-5.17;48;0;-4.13;43.5;0;-3.42;-1;-1;-1;-1;-1;-1;23;0;-0.19;19.5;0;0.14;17;0;0.07;12;0;-0.11;-1;-1;-1;-1;-1;-1;9.5;0;-0.59;-1;-1;-1;-1;-1;-1;0;0;-0.66
199_042_00006;65;0;-5.67;54.82;0;-5.67;54.82;0;-5.67;54.82;0;-5.67;49.19;0;-3.77;26.03;0;-2.41;-1;-1;-1;-1;-1;-1;15.59;0;-0.35;15.59;0;-0.35;13.09;0;-0.185;8.03;0;-0.15;-1;-1;-1;-1;-1;-1;4.46;0;-1.34;-1;-1;-1;-1;-1;-1;0;0;-1.34
199_042_00007;60;0;-4.18;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33.5;0;-2.72;-1;-1;-1;-1;-1;-1;17;0;-0.33;15;0;-0.04;12.5;0;-0.05;11;0;-0.18;-1;-1;-1;-1;-1;-1;10.13;0;-0.615;-1;-1;-1;-1;-1;-1;0;0;-0.615
199_042_00008;66;0;-3.89;59.375;0;-4.592;58.22;0;-5.17;57.02;0;-5.17;55.742;0;-4.512;55;0;-4.13;-1;-1;-1;-1;-1;-1;23;0;-0.57;19;0;-0.1;16.5;0;0.07;11;0;-0.07;-1;-1;-1;-1;-1;-1;9;0;-0.61;-1;-1;-1;-1;-1;-1;0;0;-0.61
199_042_00009;50;0;-3.36;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.4;0;-3.41;-1;-1;-1;-1;-1;-1;7.82;0;-0.14;7.82;0;-0.14;5.32;0;-0.089;3.78;0;-0.14;-1;-1;-1;-1;-1;-1;0.406;0;-0.92;-1;-1;-1;-1;-1;-1;0;0;-1.27
199_042_00010;50;0;-3.36;43.96;0;-3.42;42.97;0;-5.08;41.11;0;-5.09;36.4;0;-3.41;29.84;0;-3.21;-1;-1;-1;-1;-1;-1;7.82;0;-0.14;7.82;0;-0.14;5.32;0;-0.089;3.78;0;-0.14;-1;-1;-1;-1;-1;-1;0.406;0;-0.92;-1;-1;-1;-1;-1;-1;0;0;-1.27
199_042_00011;50;0;-3.36;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36.4;0;-3.41;-1;-1;-1;-1;-1;-1;7.82;0;-0.14;7.82;0;-0.14;5.32;0;-0.089;3.78;0;-0.14;-1;-1;-1;-1;-1;-1;0.406;0;-0.92;-1;-1;-1;-1;-1;-1;0;0;-1.27
199_042_00012;50;0;-3.36;43.96;0;-3.42;42.97;0;-5.08;41.11;0;-5.09;36.4;0;-3.41;29.84;0;-3.21;-1;-1;-1;-1;-1;-1;7.82;0;-0.14;7.82;0;-0.14;5.32;0;-0.089;3.78;0;-0.14;-1;-1;-1;-1;-1;-1;0.406;0;-0.92;-1;-1;-1;-1;-1;-1;0;0;-1.27
199_042_00013;58.5;0;-3.92;52.5;0;-3.88;50.12;0;-5.17;49.68;0;-5.17;46.5;0;-3.69;46.5;0;-3.69;-1;-1;-1;-1;-1;-1;21;0;0;21;0;0;18.5;0;0.115;12;0;-0.11;-1;-1;-1;-1;-1;-1;9.5;0;-0.59;-1;-1;-1;-1;-1;-1;0;0;-0.66
199_042_00014;58.5;0;-3.92;52.5;0;-3.88;50.12;0;-5.17;49.68;0;-5.17;46.5;0;-3.69;46.5;0;-3.69;-1;-1;-1;-1;-1;-1;21;0;0;21;0;0;18.5;0;0.115;12;0;-0.11;-1;-1;-1;-1;-1;-1;9.5;0;-0.59;-1;-1;-1;-1;-1;-1;0;0;-0.66
242_042_00001;21.5;0;-0.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10.5;0;-0.86;-1;-1;-1;-1;-1;-1;7.5;0;-0.09;7.5;0;-0.09;5;0;-0.63;6;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-1.7
242_042_00010;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;20;0;-1.55;14;0;-1.35;-1;-1;-1;-1;-1;-1;10;0;-0.17;10;0;-0.17;7.5;0;-0.52;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00022;21.5;0;-0.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10.5;0;-0.86;-1;-1;-1;-1;-1;-1;7.5;0;-0.09;7.5;0;-0.09;5;0;-0.63;6;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-1.7
242_042_00023;21.5;0;-0.89;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10.5;0;-0.86;-1;-1;-1;-1;-1;-1;7.5;0;-0.09;7.5;0;-0.09;5;0;-0.63;6;0;-0.11;-1;-1;-1;-1;-1;-1;1.7;0;-1.7;-1;-1;-1;-1;-1;-1;0;0;-1.7
242_042_00027;35;0;0.6;24.5;0;-1.44;22.7;0;-3;20.3;0;-3;18;0;-0.6;18;0;-0.6;-1;-1;-1;-1;-1;-1;13.5;0;-0.09;13.5;0;-0.09;11;0;0;9.5;0;-0.01;-1;-1;-1;-1;-1;-1;6.3;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00029;20;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;12;0;-1.03;11.5;0;-0.93;-1;-1;-1;-1;-1;-1;10;0;-0.28;10;0;-0.28;7.5;0;-0.33;7.5;0;-0.33;-1;-1;-1;-1;-1;-1;4.6;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00031;25;0;-2.75;16.25;0;-2.75;16.25;0;-2.75;16.25;0;-2.75;15;0;-1.48;15;0;-1.48;-1;-1;-1;-1;-1;-1;11;0;-0.25;11;0;-0.25;8.5;0;-0.46;9;0;-0.22;-1;-1;-1;-1;-1;-1;6.473;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00032;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;20;0;-1.55;14;0;-1.35;-1;-1;-1;-1;-1;-1;9.5;0;-0.08;9.5;0;-0.08;7;0;-0.58;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00033;30;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;23.5;0;-3.4;19.5;0;-1.49;14;0;-1.35;-1;-1;-1;-1;-1;-1;10;0;-0.17;10;0;-0.17;7.5;0;-0.52;8.5;0;-0.03;-1;-1;-1;-1;-1;-1;5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00035;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.432;0;-2.18;19.432;0;-2.18;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;9.932;0;-0.34;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00036;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.799;0;-2.33;19.799;0;-2.33;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;10.432;0;-0.18;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00037;31.432;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;20.249;0;-2.75;19.432;0;-2.18;17.932;0;-1.51;-1;-1;-1;-1;-1;-1;12.432;0;-0.24;12.432;0;-0.24;9.932;0;-0.34;10.432;0;-0.18;-1;-1;-1;-1;-1;-1;3.678;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00039;31.43;0;-3;24.166;0;-3;24.166;0;-3;24.166;0;-3;22.43;0;-1.4;22.43;0;-1.4;-1;-1;-1;-1;-1;-1;16.93;0;0.09;16.43;0;0.09;13.93;0;0.09;10.93;0;0.01;-1;-1;-1;-1;-1;-1;3.68;0;-2.8;-1;-1;-1;-1;-1;-1;0;0;-2.8
242_042_00040;25;0;-2.75;17.6;0;-2.75;17.6;0;-2.75;17.6;0;-2.75;17;0;-2.16;17;0;-2.16;-1;-1;-1;-1;-1;-1;9.5;0;-0.11;9.5;0;-0.11;7;0;-0.46;7.5;0;-0.24;-1;-1;-1;-1;-1;-1;4.5;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00041;70.5;0;-1.79;69;0;-1.95;68.2;0;-2.75;66.55;0;-2.75;64;0;-1.48;13;0;-1.1;-1;-1;-1;-1;-1;-1;11;0;-0.4;10.5;0;-0.23;8;0;-0.43;8.5;0;-0.22;-1;-1;-1;-1;-1;-1;6;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00042;58;0;-2.75;55.95;0;-2.75;55.95;0;-2.75;55.95;0;-2.75;52.5;0;-1.04;12.5;0;-0.51;-1;-1;-1;-1;-1;-1;10;0;0.05;10;0;0.05;7.5;0;-0.6;8.5;0;0.01;-1;-1;-1;-1;-1;-1;6;0;-1.6;-1;-1;-1;-1;-1;-1;0;0;-1.6
242_042_00043;20;0;-3;15.6;0;-3;15.6;0;-3;15.6;0;-3;13;0;-1.13;9.5;0;-0.92;-1;-1;-1;-1;-1;-1;6.5;0;-0.31;6.5;0;-0.31;4;0;-0.767;5;0;-0.31;-1;-1;-1;-1;-1;-1;2.7;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
242_042_00044;20;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;13.6;0;-2.6;12;0;-1.03;12;0;-1.03;-1;-1;-1;-1;-1;-1;10;0;-0.28;10;0;-0.28;7.5;0;-0.33;7.5;0;-0.33;-1;-1;-1;-1;-1;-1;4.6;0;-1.2;-1;-1;-1;-1;-1;-1;0;0;-1.2
